ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
Robert S,New York City Ballet (NYCB),03/01,04/02/16,If only once in your lifetime; see the NYC Ballet; it is an unforgettable transformative & transcendent experience of heavenly proportions. Hear and see music coming alive as no other symphonic or orchestral experience creates; not even opera.,235,Solo,,Florida, 65+ year old male ,141,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r360984390-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,27804,Dance,No,0,69,06,No,See the Music Transformed to DANCE,Ponte Vedra Beach,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2013,5
Mike594,New York City Ballet (NYCB),01/01,03/14/16,The quality of the performances here are always as impressive as the setting. The whole place is well laid out and the staff are helpful. There is usually an interesting exhibition to see before the show. I just wish the drinks list was as impressive - other places manage better variety and quality. But it does not detract from what is a great evening out overall.,161,Solo,,New York, 50-64 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r355244204-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,16145,Dance,No,0,45,06,Yes,Always a great evening out,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jul 2012,4
What_I_did_in_NYC,New York City Ballet (NYCB),02/01,None found,"Living in NYC, I usually look to Broadway whenever I need to transport myself to another time, another place, or to simply listen to a good story. Having spent close to 8yrs here, I recently decided it was time to look to other New York institutions for entertainment. This weekend I treated myself to a ballet matinee and found myself completely blown away by the experience. First of all, the David Koch theater, located in Lincoln Center, is stunning which is a treat in and of itself. But on top of that, I found the ballet to be so beautiful, the dancing to fluid and graceful, that I was completely mesmerized for the full 2hrs, which went by so quickly it was almost like a dream. The performance I watched was La Sylphide, and it was everything you need in a story- romance, unrequited love, witches and fairies. It was followed by a set of what seemed to be more classic dance routines which were just as beautiful. All in all, it did not disappoint and I can assure that I will be going back for more before the season is over! A tip to those not looking to break the bank, I sat in the 3rd tier and had a perfect view of the stage. So don't worry about being to high up. In fact, this may be better as it gives you a better angle.",54,Solo,,New York,No Age Found,109,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r349962115-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,8693,Dance,No,0,23,05,No,Let the beauty and grace transport you,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Sep 2015,5
ktrebecca,New York City Ballet (NYCB),02/01,None found,"My husband, daughter, sister, mother, daughter and I enjoyed two beautiful performances on a very cold Valentines Day. The NYC ballet is always a good idea. Just beautiful.",47,Solo,,New York,No Age Found,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r347857364-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,4734,Dance,No,0,4,04,Yes,Lovely way to spend Valentines Day,Valley Cottage,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Sep 2015,5
si101503,New York City Ballet (NYCB),02/01,None found,"We subscribe and, after exchanging some tickets to avoid ballets we don't care for or see ones we are especially interested in, we very rarely have a disappointing evening. Balanchine one of the less than handful of Protean geniuses of the last century in a league with Picasso and arguably Matisse. The range and his work still astonishes and some of the new works by living choreographers are interesting and rewarding, as are some non-Balanchine standards. The company's repertory and quality of dancing render this company without compare. Also, a good opportunity to dress up or not!",101,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r345088704-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,10165,Dance,No,0,20,06,Yes,A great New York institution,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2014,5
brandy t,New York City Ballet (NYCB),01/01,None found,"My husband bought us tickets for our anniversary! He bought them for a ballet 5 months ahead of time so that he could hand pick the most ideal seats. We were so excited and had been looking forward to seeing this ballet for months! The day of the ballet finally came (January 26) and there was a blizzard! But since they were non refundable tickets we decided to go anyway. We checked our email several times with no hint of the ballet being cancelled. It was not until we showed up 20 minutes early that we were told that it had been cancelled! You can imagine the frustrations! Then about 7 minutes after the show was to begin we got the email that the performance had been cancelled! I understand they do not control the weather, HOWEVER all of us not wanting to loose our money still showed up for the program! Then to top it all off today I tried to reschedule our ballet tickets. I was told I could pick the day and would have absolutely NO choice on my new seats! So a word to the wise.... DO NOT EXPECT ANY COURTESY FROM THIS COMPANY FOR ANY SITUATION! They do not cancel the program in a timely manner NOR make any accommodations for the extreme inconvience! Oh but you can always donate the value of your tickets to them in stead of rescheduling.....how very kind!!!!",1,Solo,,, Female ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r343065039-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,100,Dance,No,0,,No Level Found,No,All Balanchine II,,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2016,1
lfuertes,New York City Ballet (NYCB),12/01,None found,What a BEAUTIFUL performance!! This is a perfect way to celebrate with the family! Highly recommend!,47,Solo,,Massachusetts, ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r339792649-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,4820,Dance,No,0,30,04,Yes,Nutcracker,Fitchburg,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jun 2008,5
traveler9955,New York City Ballet (NYCB),12/01,None found,Ever since I saw this as a child at a much smaller venue I have wanted to see it performed by the best dancers in the US. It was still magical even as an adult. It was a fantastic evening and the dancers were amazing.,70,Solo,,Pennsylvania,No Age Found,4,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r339426238-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,7200,Dance,No,0,30,05,No,THE Nutcracker,,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Oct 2009,5
dotholcb,New York City Ballet (NYCB),10/01,None found,The New York City Ballet is packed full of talent. I got to see them perform at the Lincoln Center which was a great treat!,15,Solo,,Texas,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r339288931-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,1507,Dance,No,0,2,03,No,Complete Professionals!,De Berry,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2016,5
LoveEgyptLove,New York City Ballet (NYCB),01/01,None found,Absolutely wonderful evening. Superb from beginning to end! A must for the holiday season. Drinks are expensive but that's to be expected although no more so than most bars I guess. Very helpful staff. Beautiful theatre.,19,Solo,,Hertfordshire, 35-49 year old female ,11,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r337648869-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,2256,Dance,No,0,6,03,Yes,The Nutcracker Final Performance is a show stopper,,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2010,5
Robert S,New York City Ballet (NYCB),03/01,04/02/16,If only once in your lifetime; see the NYC Ballet; it is an unforgettable transformative & transcendent experience of heavenly proportions. Hear and see music coming alive as no other symphonic or orchestral experience creates; not even opera.,235,Couples,,Florida, 65+ year old male ,141,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r360984390-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,27804,Dance,No,0,69,06,No,See the Music Transformed to DANCE,Ponte Vedra Beach,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2013,5
Mike594,New York City Ballet (NYCB),01/01,03/14/16,The quality of the performances here are always as impressive as the setting. The whole place is well laid out and the staff are helpful. There is usually an interesting exhibition to see before the show. I just wish the drinks list was as impressive - other places manage better variety and quality. But it does not detract from what is a great evening out overall.,161,Couples,,New York, 50-64 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r355244204-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,16145,Dance,No,0,45,06,Yes,Always a great evening out,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jul 2012,4
What_I_did_in_NYC,New York City Ballet (NYCB),02/01,None found,"Living in NYC, I usually look to Broadway whenever I need to transport myself to another time, another place, or to simply listen to a good story. Having spent close to 8yrs here, I recently decided it was time to look to other New York institutions for entertainment. This weekend I treated myself to a ballet matinee and found myself completely blown away by the experience. First of all, the David Koch theater, located in Lincoln Center, is stunning which is a treat in and of itself. But on top of that, I found the ballet to be so beautiful, the dancing to fluid and graceful, that I was completely mesmerized for the full 2hrs, which went by so quickly it was almost like a dream. The performance I watched was La Sylphide, and it was everything you need in a story- romance, unrequited love, witches and fairies. It was followed by a set of what seemed to be more classic dance routines which were just as beautiful. All in all, it did not disappoint and I can assure that I will be going back for more before the season is over! A tip to those not looking to break the bank, I sat in the 3rd tier and had a perfect view of the stage. So don't worry about being to high up. In fact, this may be better as it gives you a better angle.",54,Couples,,New York,No Age Found,109,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r349962115-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,8693,Dance,No,0,23,05,No,Let the beauty and grace transport you,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Sep 2015,5
ktrebecca,New York City Ballet (NYCB),02/01,None found,"My husband, daughter, sister, mother, daughter and I enjoyed two beautiful performances on a very cold Valentines Day. The NYC ballet is always a good idea. Just beautiful.",47,Couples,,New York,No Age Found,1,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r347857364-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,4734,Dance,No,0,4,04,Yes,Lovely way to spend Valentines Day,Valley Cottage,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Sep 2015,5
si101503,New York City Ballet (NYCB),02/01,None found,"We subscribe and, after exchanging some tickets to avoid ballets we don't care for or see ones we are especially interested in, we very rarely have a disappointing evening. Balanchine one of the less than handful of Protean geniuses of the last century in a league with Picasso and arguably Matisse. The range and his work still astonishes and some of the new works by living choreographers are interesting and rewarding, as are some non-Balanchine standards. The company's repertory and quality of dancing render this company without compare. Also, a good opportunity to dress up or not!",101,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60763-d555633-r345088704-New_York_City_Ballet_NYCB-New_York_City_New_York.html#REVIEWS,10165,Dance,No,0,20,06,Yes,A great New York institution,New York City,"Lincoln Center's New York State Theater , 66th St. , New York City , NY", Jan 2014,5
